job_id,job_title,company_type,industry,country,city,remote_type,experience_level,min_experience_years,salary_min_usd,salary_max_usd,posted_year,company_size,salary_mid,salary_range,role_category,period_type,market_total_ai_jobs,market_avg_salary_usd,market_remote_percentage,market_top_skill
APMRASJYXNBW,MLOps Engineer,Research Lab,Tech,USA,Seattle,Onsite,Mid,2,92347,122298,2020,Small,107322.5,29951.0,Engineering,Historical,78050,109581,81,Python
UESEKOU2CH0V,MLOps Engineer,Startup,Healthcare,Germany,Remote,Remote,Entry,0,52176,80808,2023,Large,66492.0,28632.0,Engineering,Historical,14857,130421,37,AWS
2O4KP8KH5B66,Machine Learning Engineer,Startup,Education,UK,Remote,Remote,Entry,0,53217,73680,2026,Small,63448.5,20463.0,Engineering,Projected,69344,77388,55,R
NYDQTIXN9I18,AI Researcher,MNC,Finance,Australia,Remote,Remote,Entry,0,63114,75898,2022,Large,69506.0,12784.0,Analytics,Historical,19255,160260,26,R
CCK3QTMUEMY8,AI Researcher,Startup,Finance,Germany,Frankfurt,Onsite,Mid,2,99232,106662,2024,Large,102947.0,7430.0,Analytics,Historical,48433,131697,40,Computer Vision
NZB1FU8A5W5N,AI Researcher,MNC,Healthcare,Canada,Montreal,Onsite,Mid,2,104179,116096,2026,Large,110137.5,11917.0,Analytics,Projected,4000,164795,54,PyTorch
5QQ4M5J4GW3F,Applied Scientist,Research Lab,Tech,Canada,Vancouver,Onsite,Mid,2,94966,127786,2021,Medium,111376.0,32820.0,Analytics,Historical,42282,78606,75,PyTorch
1G6APDPIQH8P,Machine Learning Engineer,MNC,Healthcare,Canada,Remote,Remote,Mid,2,98918,124032,2021,Small,111475.0,25114.0,Engineering,Historical,42282,78606,75,PyTorch
43A7KEJFSJU0,AI Researcher,MNC,Education,UK,Remote,Remote,Senior,5,152735,163067,2020,Medium,157901.0,10332.0,Analytics,Historical,76091,88490,70,NLP
EI1M2MS0XBZ5,Machine Learning Engineer,Startup,Healthcare,Canada,Montreal,Hybrid,Senior,5,153032,161283,2021,Medium,157157.5,8251.0,Engineering,Historical,42282,78606,75,PyTorch
J72KPT65MAYQ,Data Analyst,Research Lab,Retail,India,Remote,Remote,Entry,0,63417,89922,2021,Small,76669.5,26505.0,Analytics,Historical,63718,160170,37,TensorFlow
KIMMMWECW6RG,Machine Learning Engineer,Research Lab,Finance,India,Remote,Remote,Entry,0,62843,75516,2020,Small,69179.5,12673.0,Engineering,Historical,61572,141737,63,Python
G6CBVJ5XV6ZR,Applied Scientist,Startup,Education,India,Bangalore,Hybrid,Mid,2,98801,109799,2026,Large,104300.0,10998.0,Analytics,Projected,78139,97930,65,AWS
LEOI2OFUNLLC,Data Analyst,MNC,Finance,Australia,Remote,Remote,Entry,0,54476,89169,2022,Small,71822.5,34693.0,Analytics,Historical,19255,160260,26,R
IL0RTGYJVKJC,AI Researcher,Startup,Education,UK,Birmingham,Hybrid,Mid,2,98096,118688,2021,Medium,108392.0,20592.0,Analytics,Historical,67009,138221,40,TensorFlow
92ARWKUWGYIZ,MLOps Engineer,Research Lab,Tech,Germany,Frankfurt,Hybrid,Mid,2,99686,106238,2024,Small,102962.0,6552.0,Engineering,Historical,48433,131697,40,Computer Vision
A8CBOCG69MDU,Data Analyst,Research Lab,Tech,UK,Remote,Remote,Entry,0,57092,81655,2023,Medium,69373.5,24563.0,Analytics,Historical,37780,159436,69,Python
6C8EGHNN4KH4,Applied Scientist,Startup,Finance,UK,Remote,Remote,Entry,0,58570,71201,2026,Small,64885.5,12631.0,Analytics,Projected,69344,77388,55,R
82U33FNSGXLQ,MLOps Engineer,Research Lab,Tech,Canada,Vancouver,Hybrid,Mid,2,104013,105087,2025,Medium,104550.0,1074.0,Engineering,Projected,8294,99435,45,SQL
QESDNC1K3TSQ,Data Analyst,Startup,Tech,USA,San Francisco,Hybrid,Entry,0,58342,65996,2021,Medium,62169.0,7654.0,Analytics,Historical,5322,116022,30,Python
TNMI8MT3XNOZ,Data Scientist,Research Lab,Tech,India,Remote,Remote,Mid,2,104518,107866,2020,Medium,106192.0,3348.0,Analytics,Historical,61572,141737,63,Python
7WPIRZXGUY2E,Machine Learning Engineer,Research Lab,Education,India,Pune,Hybrid,Mid,2,100183,106923,2026,Large,103553.0,6740.0,Engineering,Projected,78139,97930,65,AWS
HKD8NCPLN7BJ,Data Scientist,Research Lab,Tech,Germany,Hamburg,Hybrid,Mid,2,103142,113760,2026,Medium,108451.0,10618.0,Analytics,Projected,21320,150323,68,PyTorch
8KEG0X3KMZ5Y,Applied Scientist,MNC,Finance,India,Hyderabad,Hybrid,Mid,2,103262,123459,2021,Medium,113360.5,20197.0,Analytics,Historical,63718,160170,37,TensorFlow
4EF1JMQFFL9X,Data Analyst,MNC,Finance,UK,Birmingham,Onsite,Mid,2,92499,114999,2025,Small,103749.0,22500.0,Analytics,Projected,15927,140333,83,AWS
91W0FQ690L5J,Data Scientist,Startup,Tech,Germany,Hamburg,Onsite,Senior,5,152022,167025,2024,Large,159523.5,15003.0,Analytics,Historical,48433,131697,40,Computer Vision
JWU77HR9ESZF,Applied Scientist,MNC,Finance,UK,Manchester,Hybrid,Mid,2,100834,105163,2026,Small,102998.5,4329.0,Analytics,Projected,69344,77388,55,R
4EZ1D5E5A65R,MLOps Engineer,Startup,Finance,India,Hyderabad,Hybrid,Mid,2,92892,128803,2022,Large,110847.5,35911.0,Engineering,Historical,32285,155432,67,NLP
7VTD7N1K7RTI,Data Analyst,Research Lab,Tech,India,Bangalore,Onsite,Mid,2,98910,116006,2023,Small,107458.0,17096.0,Analytics,Historical,23361,132495,31,PyTorch
HUQYK257AOEV,Data Scientist,Research Lab,Tech,Germany,Frankfurt,Onsite,Entry,0,50596,78473,2022,Small,64534.5,27877.0,Analytics,Historical,31930,124738,63,GCP
Q52TWRQWKDC1,AI Researcher,MNC,Tech,Australia,Sydney,Onsite,Mid,2,96343,113819,2023,Large,105081.0,17476.0,Analytics,Historical,18251,134856,62,Scikit-learn
3KZQUUYHVMOU,Data Analyst,MNC,Healthcare,USA,Remote,Remote,Mid,2,104052,116571,2024,Large,110311.5,12519.0,Analytics,Historical,18847,103070,63,AWS
HYA3JITQHRFO,Applied Scientist,Startup,Healthcare,Germany,Hamburg,Onsite,Senior,5,152139,163526,2021,Medium,157832.5,11387.0,Analytics,Historical,17048,108568,78,Azure
8P376V9PX2PD,Data Analyst,Research Lab,Healthcare,UK,Remote,Remote,Senior,5,140030,170948,2023,Medium,155489.0,30918.0,Analytics,Historical,37780,159436,69,Python
6PIWN188THYQ,MLOps Engineer,MNC,Finance,India,Remote,Remote,Mid,2,99896,110617,2023,Medium,105256.5,10721.0,Engineering,Historical,23361,132495,31,PyTorch
K94F1OMDT7TF,Machine Learning Engineer,Research Lab,Finance,USA,Seattle,Onsite,Entry,0,62530,70699,2023,Small,66614.5,8169.0,Engineering,Historical,42906,139108,25,GCP
VAZ18M7MDW82,MLOps Engineer,MNC,Tech,Germany,Frankfurt,Onsite,Mid,2,99172,113464,2021,Large,106318.0,14292.0,Engineering,Historical,17048,108568,78,Azure
RL4YZ1IV9H5W,MLOps Engineer,Startup,Tech,India,Remote,Remote,Senior,5,151698,156254,2023,Large,153976.0,4556.0,Engineering,Historical,23361,132495,31,PyTorch
PSYQ2VQTNHJ4,Data Scientist,Startup,Healthcare,Germany,Remote,Remote,Senior,5,141696,179659,2020,Large,160677.5,37963.0,Analytics,Historical,30183,135985,69,Scikit-learn
MSOFQ9RNHX9E,MLOps Engineer,MNC,Retail,Australia,Melbourne,Hybrid,Senior,5,151558,169842,2021,Small,160700.0,18284.0,Engineering,Historical,50035,81059,30,Python
42ZZ2PJD53SO,Data Scientist,MNC,Tech,USA,New York,Hybrid,Mid,2,93796,113425,2023,Large,103610.5,19629.0,Analytics,Historical,42906,139108,25,GCP
XV9CPY7Q586G,AI Researcher,Research Lab,Education,India,Delhi,Hybrid,Entry,0,53193,81960,2020,Small,67576.5,28767.0,Analytics,Historical,61572,141737,63,Python
L5ND5RNJHAK7,MLOps Engineer,Startup,Education,USA,Seattle,Hybrid,Entry,0,62596,74076,2023,Small,68336.0,11480.0,Engineering,Historical,42906,139108,25,GCP
1YMSAW1W8DLQ,Data Scientist,Startup,Finance,USA,Remote,Remote,Senior,5,143178,165006,2021,Large,154092.0,21828.0,Analytics,Historical,5322,116022,30,Python
Z181AVCG21FO,Machine Learning Engineer,Research Lab,Education,USA,Seattle,Hybrid,Mid,2,96889,128381,2021,Medium,112635.0,31492.0,Engineering,Historical,5322,116022,30,Python
H6L1XW3ZS1BI,Data Analyst,MNC,Finance,India,Chennai,Hybrid,Mid,2,104183,123410,2023,Small,113796.5,19227.0,Analytics,Historical,23361,132495,31,PyTorch
W2QUPUUDJU63,Data Analyst,MNC,Healthcare,USA,Remote,Remote,Senior,5,145260,155322,2023,Large,150291.0,10062.0,Analytics,Historical,42906,139108,25,GCP
2S5S64QEQI27,MLOps Engineer,Research Lab,Tech,India,Hyderabad,Onsite,Senior,5,153205,156380,2025,Small,154792.5,3175.0,Engineering,Projected,24784,129592,26,PyTorch
BRDCDTLFN1BH,Machine Learning Engineer,Research Lab,Finance,Australia,Sydney,Hybrid,Mid,2,93473,115468,2025,Large,104470.5,21995.0,Engineering,Projected,61354,144132,79,GCP
B8ZJ2G758SJF,MLOps Engineer,Research Lab,Retail,India,Bangalore,Hybrid,Entry,0,54112,69376,2020,Small,61744.0,15264.0,Engineering,Historical,61572,141737,63,Python
N4AO8E3LJE00,AI Researcher,Research Lab,Healthcare,Canada,Toronto,Hybrid,Senior,5,153022,163695,2025,Medium,158358.5,10673.0,Analytics,Projected,8294,99435,45,SQL
F0QQO9A9KFKM,MLOps Engineer,Research Lab,Retail,Germany,Berlin,Onsite,Senior,5,149603,157130,2022,Large,153366.5,7527.0,Engineering,Historical,31930,124738,63,GCP
KAV07UXYMBNM,AI Researcher,Startup,Healthcare,Australia,Brisbane,Onsite,Entry,0,53778,67128,2021,Small,60453.0,13350.0,Analytics,Historical,50035,81059,30,Python
U7OHQT03DSN0,Data Scientist,MNC,Healthcare,Canada,Remote,Remote,Entry,0,54846,77273,2026,Large,66059.5,22427.0,Analytics,Projected,4000,164795,54,PyTorch
SE4NXZL364VJ,Data Scientist,MNC,Retail,Australia,Remote,Remote,Entry,0,64514,83110,2023,Small,73812.0,18596.0,Analytics,Historical,18251,134856,62,Scikit-learn
C70YPIFOLM1V,Data Scientist,MNC,Healthcare,Canada,Vancouver,Onsite,Senior,5,150872,160275,2023,Medium,155573.5,9403.0,Analytics,Historical,70396,108982,66,Scikit-learn
1LU9TNOZW39V,Data Analyst,Research Lab,Tech,India,Hyderabad,Onsite,Mid,2,101804,105302,2020,Small,103553.0,3498.0,Analytics,Historical,61572,141737,63,Python
MNZAE2M1MKTY,Data Scientist,MNC,Healthcare,UK,Remote,Remote,Entry,0,64848,71365,2024,Medium,68106.5,6517.0,Analytics,Historical,62826,133255,29,PyTorch
LC0E58DBVKFZ,MLOps Engineer,Startup,Retail,Germany,Berlin,Onsite,Senior,5,152306,163274,2025,Medium,157790.0,10968.0,Engineering,Projected,61307,76942,79,Azure
R0CIZZBV6XA6,MLOps Engineer,Startup,Tech,India,Delhi,Onsite,Entry,0,60354,78064,2020,Small,69209.0,17710.0,Engineering,Historical,61572,141737,63,Python
WZWHDG4MMA04,Data Scientist,Research Lab,Healthcare,Germany,Remote,Remote,Entry,0,64022,86916,2020,Large,75469.0,22894.0,Analytics,Historical,30183,135985,69,Scikit-learn
RG6OKSI6IGO6,MLOps Engineer,Research Lab,Finance,Germany,Hamburg,Onsite,Mid,2,95734,107596,2024,Small,101665.0,11862.0,Engineering,Historical,48433,131697,40,Computer Vision
Y8DOW5G6XK6A,MLOps Engineer,Research Lab,Finance,UK,Manchester,Hybrid,Mid,2,96791,112323,2024,Small,104557.0,15532.0,Engineering,Historical,62826,133255,29,PyTorch
H6V7L2FLZSZ3,Data Scientist,Startup,Healthcare,Germany,Hamburg,Hybrid,Senior,5,140025,170186,2021,Large,155105.5,30161.0,Analytics,Historical,17048,108568,78,Azure
9A842I3E3RUL,Data Analyst,Research Lab,Education,Australia,Brisbane,Hybrid,Senior,5,147046,156123,2020,Medium,151584.5,9077.0,Analytics,Historical,70178,160724,49,Azure
D2F3WTU76OXY,AI Researcher,Research Lab,Tech,USA,Austin,Onsite,Mid,2,102995,127476,2021,Medium,115235.5,24481.0,Analytics,Historical,5322,116022,30,Python
KIGMUYKQ4FT5,MLOps Engineer,Research Lab,Tech,Australia,Remote,Remote,Senior,5,140833,158251,2022,Medium,149542.0,17418.0,Engineering,Historical,19255,160260,26,R
FGTUQNASKS1W,AI Researcher,Research Lab,Education,Australia,Melbourne,Onsite,Mid,2,94909,114923,2024,Small,104916.0,20014.0,Analytics,Historical,23885,143568,71,SQL
MOFMAQ73XH0Q,Machine Learning Engineer,Research Lab,Healthcare,Canada,Toronto,Onsite,Senior,5,152870,161115,2023,Small,156992.5,8245.0,Engineering,Historical,70396,108982,66,Scikit-learn
6RZNOW101ETM,Applied Scientist,Startup,Finance,Australia,Sydney,Hybrid,Entry,0,58609,77075,2021,Medium,67842.0,18466.0,Analytics,Historical,50035,81059,30,Python
JKV58YSB25OD,Applied Scientist,Startup,Healthcare,UK,Remote,Remote,Mid,2,97641,108975,2023,Large,103308.0,11334.0,Analytics,Historical,37780,159436,69,Python
NIXJFLJ14BI1,Applied Scientist,Startup,Finance,Canada,Toronto,Hybrid,Mid,2,104581,108481,2026,Medium,106531.0,3900.0,Analytics,Projected,4000,164795,54,PyTorch
06VBM6OP8UWF,MLOps Engineer,Research Lab,Retail,Australia,Remote,Remote,Mid,2,104773,119203,2023,Small,111988.0,14430.0,Engineering,Historical,18251,134856,62,Scikit-learn
Z48JPVYXO8Z3,Data Analyst,MNC,Retail,Germany,Berlin,Onsite,Senior,5,148809,158946,2023,Medium,153877.5,10137.0,Analytics,Historical,14857,130421,37,AWS
Y3718YR2DLG8,Data Analyst,Startup,Retail,UK,Birmingham,Hybrid,Senior,5,144019,161354,2021,Small,152686.5,17335.0,Analytics,Historical,67009,138221,40,TensorFlow
UAC06XNVZESK,Data Scientist,Startup,Finance,Germany,Remote,Remote,Senior,5,147251,165348,2022,Small,156299.5,18097.0,Analytics,Historical,31930,124738,63,GCP
BLWU74PXMGND,Applied Scientist,MNC,Tech,Australia,Melbourne,Onsite,Entry,0,62156,83679,2022,Medium,72917.5,21523.0,Analytics,Historical,19255,160260,26,R
D8A2LITZ9II3,AI Researcher,MNC,Education,USA,Austin,Onsite,Senior,5,142712,168277,2024,Large,155494.5,25565.0,Analytics,Historical,18847,103070,63,AWS
E2ATFAMWLV9N,Data Analyst,Startup,Retail,UK,Remote,Remote,Entry,0,62745,74654,2026,Small,68699.5,11909.0,Analytics,Projected,69344,77388,55,R
11CYQZGOLOD1,MLOps Engineer,Startup,Healthcare,USA,Seattle,Hybrid,Senior,5,145775,168436,2024,Medium,157105.5,22661.0,Engineering,Historical,18847,103070,63,AWS
U6S455MNINHO,Applied Scientist,Research Lab,Retail,Australia,Brisbane,Onsite,Entry,0,58142,70291,2026,Small,64216.5,12149.0,Analytics,Projected,57347,108156,71,GCP
CYSG74PY8A9H,AI Researcher,Research Lab,Retail,India,Chennai,Onsite,Mid,2,99081,127415,2025,Large,113248.0,28334.0,Analytics,Projected,24784,129592,26,PyTorch
9W595LGPPEGT,MLOps Engineer,Research Lab,Healthcare,Germany,Frankfurt,Onsite,Entry,0,50472,80581,2020,Large,65526.5,30109.0,Engineering,Historical,30183,135985,69,Scikit-learn
J9XD1PN58RKY,MLOps Engineer,Startup,Healthcare,USA,Remote,Remote,Mid,2,101633,112054,2024,Large,106843.5,10421.0,Engineering,Historical,18847,103070,63,AWS
9CDSIAXDJ0MJ,Machine Learning Engineer,Startup,Education,UK,Manchester,Onsite,Senior,5,154324,157224,2021,Large,155774.0,2900.0,Engineering,Historical,67009,138221,40,TensorFlow
1RO71ENMBM6Y,MLOps Engineer,Startup,Healthcare,Canada,Montreal,Hybrid,Entry,0,52405,74145,2025,Medium,63275.0,21740.0,Engineering,Projected,8294,99435,45,SQL
SOYOGWQI0OF4,Machine Learning Engineer,MNC,Healthcare,USA,Boston,Hybrid,Senior,5,147496,179560,2024,Medium,163528.0,32064.0,Engineering,Historical,18847,103070,63,AWS
QOAENZ17F0HO,AI Researcher,MNC,Education,Australia,Remote,Remote,Entry,0,58613,71266,2025,Large,64939.5,12653.0,Analytics,Projected,61354,144132,79,GCP
MXOBVPTCHZX7,AI Researcher,MNC,Finance,Germany,Berlin,Onsite,Senior,5,140248,170805,2020,Small,155526.5,30557.0,Analytics,Historical,30183,135985,69,Scikit-learn
83M61ZZ2BYLX,Machine Learning Engineer,MNC,Finance,USA,Remote,Remote,Senior,5,145872,168048,2022,Medium,156960.0,22176.0,Engineering,Historical,55204,157026,39,GCP
RCD1MCC6K94J,Data Scientist,Startup,Retail,India,Remote,Remote,Mid,2,95344,128697,2022,Large,112020.5,33353.0,Analytics,Historical,32285,155432,67,NLP
PZU46Y635XPG,Applied Scientist,Research Lab,Retail,UK,Manchester,Hybrid,Senior,5,149372,176699,2024,Medium,163035.5,27327.0,Analytics,Historical,62826,133255,29,PyTorch
JHM8UW5WWLQP,MLOps Engineer,Startup,Healthcare,Australia,Brisbane,Onsite,Senior,5,149251,164514,2025,Large,156882.5,15263.0,Engineering,Projected,61354,144132,79,GCP
APQNRVEUHHCT,AI Researcher,Research Lab,Education,UK,London,Onsite,Entry,0,54768,83083,2023,Medium,68925.5,28315.0,Analytics,Historical,37780,159436,69,Python
SLH1L2LIT38K,Data Scientist,Startup,Healthcare,India,Delhi,Onsite,Senior,5,153859,168875,2023,Medium,161367.0,15016.0,Analytics,Historical,23361,132495,31,PyTorch
8J4RYATUZFAL,Applied Scientist,MNC,Healthcare,India,Hyderabad,Hybrid,Entry,0,52339,70593,2021,Medium,61466.0,18254.0,Analytics,Historical,63718,160170,37,TensorFlow
29KTO9ZFT2E2,Data Scientist,Startup,Education,India,Bangalore,Hybrid,Entry,0,58168,79539,2024,Medium,68853.5,21371.0,Analytics,Historical,23453,107965,26,NLP
A9LZ9ABLYRFN,MLOps Engineer,Startup,Finance,USA,Remote,Remote,Senior,5,151836,174314,2024,Large,163075.0,22478.0,Engineering,Historical,18847,103070,63,AWS
YG9GKEKMDEQJ,MLOps Engineer,Research Lab,Education,India,Hyderabad,Onsite,Senior,5,147909,167068,2021,Medium,157488.5,19159.0,Engineering,Historical,63718,160170,37,TensorFlow
WPT5AVSIIAVS,Data Analyst,Research Lab,Retail,India,Bangalore,Hybrid,Mid,2,103604,109449,2025,Medium,106526.5,5845.0,Analytics,Projected,24784,129592,26,PyTorch
2G528GQIWIKG,MLOps Engineer,Startup,Tech,Australia,Sydney,Onsite,Entry,0,56984,70166,2025,Medium,63575.0,13182.0,Engineering,Projected,61354,144132,79,GCP
1D2GQZVZ10ZK,Applied Scientist,Startup,Healthcare,Germany,Remote,Remote,Senior,5,141803,161150,2025,Medium,151476.5,19347.0,Analytics,Projected,61307,76942,79,Azure
LQ8L02I7HJU2,Data Scientist,Research Lab,Education,Canada,Toronto,Onsite,Mid,2,97982,117106,2023,Medium,107544.0,19124.0,Analytics,Historical,70396,108982,66,Scikit-learn
9PCADTYIVJL1,MLOps Engineer,Research Lab,Finance,Australia,Remote,Remote,Mid,2,101961,120619,2024,Large,111290.0,18658.0,Engineering,Historical,23885,143568,71,SQL
EOA49154JRDC,Data Analyst,Research Lab,Retail,India,Delhi,Onsite,Entry,0,59598,87927,2026,Medium,73762.5,28329.0,Analytics,Projected,78139,97930,65,AWS
L8ZN4ZYK2PBC,AI Researcher,Startup,Education,Germany,Remote,Remote,Senior,5,153030,171284,2026,Small,162157.0,18254.0,Analytics,Projected,21320,150323,68,PyTorch
GGCESY87WYBH,Data Analyst,MNC,Retail,Australia,Remote,Remote,Entry,0,59515,73081,2021,Medium,66298.0,13566.0,Analytics,Historical,50035,81059,30,Python
YIJ8O7W0RGZQ,AI Researcher,Research Lab,Finance,India,Hyderabad,Hybrid,Senior,5,148510,166903,2020,Medium,157706.5,18393.0,Analytics,Historical,61572,141737,63,Python
35U3LHFM2YR6,Data Scientist,MNC,Education,India,Bangalore,Hybrid,Mid,2,101835,119169,2022,Large,110502.0,17334.0,Analytics,Historical,32285,155432,67,NLP
KFDIS3CUFSBY,Applied Scientist,MNC,Healthcare,UK,Remote,Remote,Entry,0,55903,81086,2020,Large,68494.5,25183.0,Analytics,Historical,76091,88490,70,NLP
CVCX9N6SFQKS,Machine Learning Engineer,Research Lab,Tech,USA,Austin,Hybrid,Senior,5,146306,158692,2026,Small,152499.0,12386.0,Engineering,Projected,49563,88686,29,Scikit-learn
KQHDLSNPP248,MLOps Engineer,MNC,Finance,Australia,Sydney,Hybrid,Entry,0,56298,88494,2023,Large,72396.0,32196.0,Engineering,Historical,18251,134856,62,Scikit-learn
14QCRI0IPP0Q,MLOps Engineer,MNC,Retail,Canada,Toronto,Hybrid,Mid,2,98533,116501,2026,Medium,107517.0,17968.0,Engineering,Projected,4000,164795,54,PyTorch
EZ81FBNH3IIL,MLOps Engineer,Research Lab,Finance,Germany,Remote,Remote,Senior,5,146125,156105,2021,Small,151115.0,9980.0,Engineering,Historical,17048,108568,78,Azure
45R07BAOIWAY,Data Scientist,Startup,Retail,India,Hyderabad,Onsite,Mid,2,90905,123351,2020,Medium,107128.0,32446.0,Analytics,Historical,61572,141737,63,Python
U6716EF54DIB,Applied Scientist,Research Lab,Tech,Canada,Montreal,Onsite,Entry,0,60165,80738,2022,Medium,70451.5,20573.0,Analytics,Historical,29777,113169,73,SQL
NWW4E3J8Z4ZJ,Machine Learning Engineer,Startup,Education,Canada,Toronto,Onsite,Senior,5,140277,164019,2021,Large,152148.0,23742.0,Engineering,Historical,42282,78606,75,PyTorch
8A03W5EP7N2H,AI Researcher,Startup,Healthcare,UK,Remote,Remote,Entry,0,51883,77161,2021,Medium,64522.0,25278.0,Analytics,Historical,67009,138221,40,TensorFlow
GDL24B8XQK5C,Data Scientist,MNC,Healthcare,Australia,Brisbane,Onsite,Entry,0,53592,88869,2025,Small,71230.5,35277.0,Analytics,Projected,61354,144132,79,GCP
KN2SKLS04QLE,AI Researcher,Research Lab,Tech,Canada,Vancouver,Hybrid,Senior,5,141769,170696,2025,Small,156232.5,28927.0,Analytics,Projected,8294,99435,45,SQL
SO9535I5XGHM,MLOps Engineer,MNC,Tech,Germany,Munich,Onsite,Senior,5,142475,157619,2024,Medium,150047.0,15144.0,Engineering,Historical,48433,131697,40,Computer Vision
P7AEQRW4FQMH,Data Scientist,MNC,Healthcare,Australia,Remote,Remote,Mid,2,93972,111001,2025,Small,102486.5,17029.0,Analytics,Projected,61354,144132,79,GCP
DT4GFUNQLOVO,Data Scientist,Startup,Finance,Germany,Berlin,Onsite,Senior,5,143214,177642,2022,Medium,160428.0,34428.0,Analytics,Historical,31930,124738,63,GCP
YO6U2UU02O19,MLOps Engineer,Startup,Finance,UK,London,Hybrid,Senior,5,144968,163179,2025,Small,154073.5,18211.0,Engineering,Projected,15927,140333,83,AWS
CXSQ381772IB,Machine Learning Engineer,Research Lab,Education,USA,Seattle,Onsite,Entry,0,57663,67150,2023,Medium,62406.5,9487.0,Engineering,Historical,42906,139108,25,GCP
XLX0AN96AY3Y,Data Analyst,MNC,Tech,USA,Austin,Hybrid,Mid,2,103546,118203,2026,Large,110874.5,14657.0,Analytics,Projected,49563,88686,29,Scikit-learn
Z9B35PYHNB4A,MLOps Engineer,Research Lab,Retail,Australia,Remote,Remote,Senior,5,144923,168190,2023,Large,156556.5,23267.0,Engineering,Historical,18251,134856,62,Scikit-learn
FKJG8JO2VQD9,Applied Scientist,MNC,Healthcare,Australia,Melbourne,Onsite,Mid,2,90895,122909,2020,Large,106902.0,32014.0,Analytics,Historical,70178,160724,49,Azure
XM6HJ2LH68HH,Machine Learning Engineer,Startup,Finance,UK,Manchester,Hybrid,Senior,5,150091,178949,2020,Large,164520.0,28858.0,Engineering,Historical,76091,88490,70,NLP
DIMM5CCPYQZJ,Data Scientist,MNC,Finance,Canada,Montreal,Onsite,Senior,5,143850,159128,2021,Medium,151489.0,15278.0,Analytics,Historical,42282,78606,75,PyTorch
MO5YABW3EFC6,Data Analyst,MNC,Education,Canada,Toronto,Hybrid,Senior,5,154875,161516,2024,Medium,158195.5,6641.0,Analytics,Historical,72874,114911,71,R
UUZI1KRABBTP,Data Analyst,Startup,Finance,Australia,Sydney,Onsite,Mid,2,100812,115800,2023,Large,108306.0,14988.0,Analytics,Historical,18251,134856,62,Scikit-learn
LFXC1OFJ2KWN,Data Scientist,Startup,Finance,Australia,Remote,Remote,Mid,2,94093,121455,2023,Small,107774.0,27362.0,Analytics,Historical,18251,134856,62,Scikit-learn
JKBQ1W24ULIY,Data Scientist,Research Lab,Tech,USA,New York,Hybrid,Entry,0,60866,76507,2026,Small,68686.5,15641.0,Analytics,Projected,49563,88686,29,Scikit-learn
BVJ0VNGPVIXQ,Machine Learning Engineer,Research Lab,Finance,UK,Birmingham,Hybrid,Entry,0,60233,82628,2022,Large,71430.5,22395.0,Engineering,Historical,39831,85227,84,PyTorch
QNN47Y3Q4I5B,Machine Learning Engineer,MNC,Finance,India,Pune,Onsite,Entry,0,59316,70995,2024,Medium,65155.5,11679.0,Engineering,Historical,23453,107965,26,NLP
UX5PMWTPOZSZ,AI Researcher,Research Lab,Tech,USA,Boston,Hybrid,Entry,0,52966,82377,2026,Large,67671.5,29411.0,Analytics,Projected,49563,88686,29,Scikit-learn
54RPOF0M7KP8,Data Analyst,Startup,Finance,UK,Remote,Remote,Entry,0,53285,68257,2026,Medium,60771.0,14972.0,Analytics,Projected,69344,77388,55,R
KIXXJUIHMXIY,Data Scientist,Research Lab,Retail,USA,Austin,Onsite,Senior,5,145411,175695,2021,Medium,160553.0,30284.0,Analytics,Historical,5322,116022,30,Python
RO1TAINOHT9J,MLOps Engineer,MNC,Finance,USA,San Francisco,Onsite,Mid,2,100984,107610,2022,Medium,104297.0,6626.0,Engineering,Historical,55204,157026,39,GCP
BEY5C1QBH5GV,Machine Learning Engineer,Startup,Education,India,Pune,Onsite,Entry,0,55686,72061,2023,Large,63873.5,16375.0,Engineering,Historical,23361,132495,31,PyTorch
R4QG41USVOW0,Data Scientist,MNC,Healthcare,USA,Remote,Remote,Entry,0,59376,71200,2024,Small,65288.0,11824.0,Analytics,Historical,18847,103070,63,AWS
H8A7TOTEQAIW,Data Scientist,Startup,Healthcare,Canada,Remote,Remote,Mid,2,99533,121393,2022,Small,110463.0,21860.0,Analytics,Historical,29777,113169,73,SQL
6JR2MEQGFJBW,AI Researcher,MNC,Education,USA,Seattle,Hybrid,Entry,0,51962,65538,2026,Large,58750.0,13576.0,Analytics,Projected,49563,88686,29,Scikit-learn
G5M9J7677JTL,Applied Scientist,Research Lab,Finance,Germany,Hamburg,Onsite,Senior,5,154351,178652,2023,Large,166501.5,24301.0,Analytics,Historical,14857,130421,37,AWS
P3PNX1OWVRZ1,Machine Learning Engineer,Research Lab,Tech,Australia,Sydney,Onsite,Mid,2,92623,120682,2020,Large,106652.5,28059.0,Engineering,Historical,70178,160724,49,Azure
Z3KZ05JDOVR6,MLOps Engineer,Startup,Tech,Australia,Brisbane,Hybrid,Senior,5,144119,155080,2022,Large,149599.5,10961.0,Engineering,Historical,19255,160260,26,R
4HE6UQ7BFJR8,Applied Scientist,Startup,Tech,Canada,Montreal,Hybrid,Mid,2,101568,125421,2022,Small,113494.5,23853.0,Analytics,Historical,29777,113169,73,SQL
